Customer_Income,First_Buy_Data,Last_Buy_Data,Average_Buy_Amount,Frequency_Level,Buy_Amount_Grade,Special_Buyer,Last_Buy_Amount,Buy_Amount_Average,Class
0,9410,9410,0.07,1,F,0,18,18,0
3,9009,9412,0.36,1,E,X,10,4.25,0
0,9201,9412,0.08,1,F,0,15,11.66,0
7,8701,9412,0.08,1,G,0,45,25,0
0,9409,9409,0.07,1,F,0,20,20,0
3,9003,9503,0.21,4,D,0,5,5,0
3,8508,9412,0.44,4,D,X,5,3.36,0
5,8902,9501,0.25,4,F,X,15,9.93,1
0,8910,9410,0.2,1,F,X,23,23.42,0
2,9303,9412,0.07,1,F,0,15,17.5,0
4,8910,9501,0.16,2,F,X,15,10.55,0
3,8809,9503,0.29,3,D,X,5,6.33,0
5,8809,9511,0.16,1,F,X,15,11.25,0
5,9201,9503,0.18,3,E,0,10,7,0
4,8812,9501,0.2,3,E,X,10,8.61,0
1,8802,9601,0.11,1,F,0,25,17.1,0
7,8810,9412,0.12,1,G,X,70,35.22,0
2,9401,9508,0.23,4,E,0,5,6.91,0
5,8701,9412,0.32,3,D,X,7,6,0
5,9401,9412,0.2,3,E,X,10,8,0
0,9201,9503,0.13,2,F,0,15,11,0
1,8602,9404,0.23,1,G,X,30,25.78,0
0,9309,9408,0.11,2,F,0,20,10.66,0
4,9502,9502,0.07,1,F,0,20,20,0
5,9502,9502,0.07,1,F,0,24,24,0
2,9012,9411,0.11,1,F,X,15,9.8,0
5,9410,9410,0.06,1,F,0,20,20,0
4,9501,9501,0.07,1,F,0,20,20,0
4,9310,9404,0.07,1,G,0,25,15,0
7,8804,9405,0.13,1,F,X,23,18.12,0
4,8510,9502,0.38,4,D,X,5,3.23,0
1,9301,9412,0.22,4,E,0,10,8,0
5,9101,9408,0.08,1,G,0,25,17,1
4,9010,9407,0.2,3,E,X,12,9.45,0
5,9302,9503,0.28,4,D,X,7,7.2,0
3,9103,9502,0.16,3,E,0,9,8.62,0
7,8911,9407,0.09,1,F,X,20,14.4,0
0,8911,9412,0.21,1,G,0,25,15.83,0
0,8701,9411,0.14,1,G,X,25,15.33,0
6,9502,9502,0.07,1,F,0,20,20,0
4,9210,9411,0.23,3,F,X,15,10.88,0
1,9411,9501,0.1,2,G,0,25,15,0
0,9210,9503,0.17,3,E,0,12,9,1
2,8902,9502,0.38,4,D,X,6,5.52,0
7,9310,9412,0.1,1,F,0,20,13.33,0
5,9311,9411,0.08,1,G,0,30,27.5,0
2,8511,9503,0.22,2,E,X,11,6.22,0
5,9401,9409,0.17,3,E,X,9,7.75,0
0,8508,9503,0.25,3,D,X,7,5.75,0
2,8909,9501,0.2,2,F,0,20,13.5,0
5,8809,9412,0.1,1,G,0,25,10.2,0
5,9203,9503,0.29,4,E,X,10,10.46,0
4,9301,9503,0.31,4,E,X,9,6.45,0
6,9104,9408,0.16,3,F,0,19,15.88,0
5,8703,9501,0.34,2,G,X,27,10.33,0
4,9312,9502,0.23,4,E,0,10,7.33,0
3,8910,9411,0.11,1,F,0,20,11.2,0
1,8510,9601,0.42,4,D,X,3,3.18,1
0,8703,9501,0.25,4,E,X,12,8.88,0
0,9407,9407,0.05,1,G,0,25,25,1
5,8810,9406,0.09,1,F,X,22,20,0
6,9409,9409,0.06,1,G,0,25,25,0
0,9307,9409,0.1,1,F,0,20,13.33,0
3,9302,9412,0.1,1,F,0,16,10.33,0
0,8812,9406,0.09,1,G,0,25,11.5,1
3,8804,9501,0.21,4,F,X,15,8.5,0
0,9301,9503,0.16,2,F,X,15,11.66,0
3,9406,9502,0.13,3,E,X,9,8,1
4,9101,9411,0.13,3,G,X,25,25,0
0,9406,9502,0.14,3,E,0,12,11.33,0
0,9305,9412,0.1,2,G,0,25,14.75,0
1,8607,9501,0.62,4,E,X,8,5,0
2,9001,9411,0.12,1,G,0,25,18.37,0
5,9502,9502,0.07,1,G,0,25,25,0
4,9311,9407,0.08,1,F,0,15,15,0
0,9310,9408,0.1,1,G,0,25,15.83,0
4,9402,9501,0.12,2,F,X,10,11.33,1
5,8802,9410,0.12,1,F,0,15,9.66,0
4,8603,9409,0.25,3,D,X,7,4.72,0
5,9311,9404,0.09,1,F,0,15,12.5,0
3,9409,9410,0.11,2,F,0,20,12.5,0
3,8604,9404,0.45,1,E,X,10,7.27,0
5,9310,9409,0.11,2,F,X,20,13.33,0
0,8701,9512,0.16,4,G,X,15,18.26,1
0,9110,9412,0.1,1,F,0,19,15.25,0
5,9003,9501,0.16,1,G,X,28,22.9,0
5,9301,9411,0.16,2,G,0,30,23.33,0
0,8710,9412,0.15,1,G,X,25,20.5,0
7,9501,9501,0.07,1,G,0,25,25,0
0,9402,9412,0.09,1,F,0,20,20,0
0,9501,9501,0.07,1,F,0,20,20,0
1,8709,9412,0.2,3,E,X,12,6.75,0
4,9401,9502,0.25,4,D,X,5,5.33,0
5,8902,9501,0.1,1,G,0,25,29.16,0
0,8710,9412,0.31,2,E,X,9,6.63,0
0,8508,9412,0.2,2,F,X,20,5.12,0
5,9209,9510,0.15,3,F,X,20,17.91,0
3,8802,9502,0.18,4,F,X,9,10.07,0
1,9201,9502,0.38,4,D,X,3,5.6,0
1,8512,9412,0.32,1,E,X,10,6.94,0
4,9407,9503,0.27,3,E,0,5,6.66,0
2,9002,9412,0.2,3,E,0,10,7.9,0
3,9201,9411,0.24,3,F,X,11,9.7,0
5,9406,9501,0.14,3,E,X,10,10,0
6,9103,9602,0.18,1,F,0,7,7.42,0
1,8702,9412,0.2,2,F,X,16,10,0
0,8904,9501,0.2,2,F,X,10,10.72,0
0,9412,9412,0.07,1,F,0,15,15,1
3,8511,9502,0.2,2,E,X,10,5.69,0
7,9012,9410,0.13,1,G,X,25,17,0
0,8909,9501,0.16,1,F,X,20,9.6,0
6,9310,9406,0.08,1,F,0,20,20,0
5,8311,9511,0.35,1,F,X,10,12.07,0
0,9102,9502,0.16,2,F,0,17,10.87,0
5,8607,9411,0.11,1,F,X,20,17.25,0
0,8811,9501,0.25,2,E,X,10,6.73,0
0,9110,9409,0.21,2,E,X,12,8.7,0
2,9103,9412,0.2,1,G,X,25,14.18,0
0,9410,9410,0.05,1,G,0,28,28,0
5,8701,9412,0.32,3,F,X,15,12.08,0
4,8510,9501,0.26,2,F,X,15,9.43,0
5,9407,9407,0.06,1,F,0,15,15,0
6,9501,9501,0.07,1,G,0,25,25,0
0,9404,9411,0.1,2,F,0,5,10,0
4,9307,9405,0.08,1,F,0,21,13,0
4,8603,9501,0.17,2,F,0,6,8.25,0
5,8603,9410,0.24,1,E,X,10,7.94,0
4,9202,9412,0.16,3,E,0,10,9.57,0
3,9201,9409,0.19,3,G,0,25,17.22,0
0,8511,9410,0.17,2,F,X,17,8.5,0
4,9210,9409,0.24,4,D,X,8,5.77,0
1,8804,9503,0.2,2,E,X,10,6.61,1
0,9006,9411,0.29,4,E,X,10,6.94,0
5,9001,9411,0.15,2,F,X,6,10.77,0
1,8604,9502,0.3,4,D,X,9,6.71,0
2,8603,9412,0.23,3,E,X,6,9.05,0
0,9401,9501,0.22,4,E,0,10,6.83,0
7,8507,9409,0.24,1,F,X,20,13.2,0
1,9406,9406,0.05,1,G,0,25,25,0
1,8702,9501,0.14,1,F,X,15,7.44,0
1,8909,9409,0.2,1,F,X,15,7.25,0
7,8508,9412,0.22,1,E,X,10,10.76,1
0,9302,9404,0.07,1,F,0,15,10,0
4,9401,9503,0.12,2,F,0,20,14,0
3,9401,9406,0.11,1,F,0,20,14.33,0
5,9301,9412,0.15,2,F,0,15,9.4,0
5,8912,9601,0.14,1,F,0,18,11.5,0
0,8601,9502,0.3,3,E,X,6,3.8,0
4,9401,9409,0.09,1,F,0,20,15,0
2,8909,9602,0.14,1,F,X,35,15.41,0
6,9008,9411,0.29,4,D,0,5,5.51,0
5,8911,9408,0.2,2,F,X,16,13.25,0
0,9212,9503,0.12,2,F,0,16,13,0
7,8509,9412,0.31,4,D,X,5,5.11,0
6,9502,9502,0.06,1,G,0,25,25,0
3,9004,9502,0.17,4,E,0,12,11.2,0
2,8604,9412,0.14,1,G,X,25,11.44,0
0,9301,9412,0.2,3,E,0,9,7.85,0
6,9309,9412,0.12,1,F,0,20,11.33,0
4,8911,9411,0.14,1,F,X,15,12,0
2,9502,9502,0.07,1,F,0,15,15,0
4,8512,9502,0.23,1,G,X,25,23.38,1
0,9109,9504,0.14,1,G,0,25,12.87,0
0,8703,9501,0.15,1,G,X,25,17.54,0
4,9409,9503,0.17,3,E,0,11,8.66,0
7,8508,9412,0.27,2,E,X,9,6.59,0
3,9209,9409,0.1,1,F,0,20,9.33,0
3,8511,9503,0.23,4,D,X,6,5.06,1
5,9306,9501,0.23,4,D,X,7,6.14,0
0,9002,9503,0.1,1,G,0,25,15.83,0
6,8603,9407,0.2,1,E,X,12,9.41,0
0,9409,9409,0.07,1,F,0,15,15,0
3,9004,9406,0.09,1,G,0,25,25,0
3,9410,9503,0.11,2,G,0,37,26,0
3,9301,9412,0.11,2,G,0,50,25,0
5,8912,9503,0.09,1,F,0,20,14.2,0
7,9201,9412,0.27,4,D,X,6,5.9,0
5,9209,9405,0.11,1,F,0,19,12.25,0
1,9409,9409,0.07,1,F,0,15,15,0
5,9009,9412,0.1,1,F,X,15,13.5,0
7,9501,9501,0.07,1,G,0,28,28,0
2,8508,9412,0.26,1,E,X,11,3.66,0
7,9003,9404,0.14,1,F,0,16,10.57,0
5,8906,9502,0.19,4,F,X,16,9.71,0
0,8605,9407,0.21,2,F,X,21,13.05,0
0,9401,9412,0.2,3,E,0,10,8.6,0
0,9501,9501,0.07,1,F,0,15,15,0
5,8804,9412,0.18,2,F,X,15,11.16,0
3,9409,9501,0.1,2,G,X,25,17.5,0
6,8910,9411,0.3,4,D,X,6,5.83,0
4,8511,9501,0.37,4,D,X,5,4.26,0
4,9102,9503,0.13,3,E,0,10,7.83,0
7,8702,9412,0.2,2,E,0,12,10.07,0
7,9303,9411,0.09,1,F,0,20,13.33,0
6,9411,9411,0.08,1,F,0,20,20,0
2,9410,9410,0.05,1,G,0,30,30,0
2,8510,9412,0.5,3,D,X,5,8.07,1
2,9401,9501,0.16,3,E,X,10,8.75,0
2,9201,9412,0.08,1,F,0,15,10,0
5,9311,9503,0.16,3,F,X,15,11.25,0
0,9301,9411,0.23,2,F,X,15,11.75,0
0,9304,9412,0.11,1,F,0,15,10.5,0
0,8709,9412,0.37,2,E,X,10,5.24,0
5,9403,9406,0.09,1,F,0,20,20,0
3,8901,9412,0.12,1,G,X,25,17,0
7,9101,9409,0.28,3,D,X,9,5.85,0
7,8701,9502,0.18,2,E,X,10,14.95,0
4,9002,9412,0.31,4,D,0,8,6,0
2,8512,9501,0.45,4,D,X,2,2.16,0
7,9109,9412,0.1,1,F,0,20,12.5,0
0,9301,9406,0.06,1,G,0,25,21.66,0
3,9003,9409,0.08,1,F,0,21,15.25,0
3,9011,9501,0.15,2,F,0,14,10.12,0
7,8909,9502,0.13,2,E,X,10,15.58,0
5,9011,9501,0.17,2,F,0,20,10.7,0
6,9201,9407,0.12,1,F,0,15,9.2,0
5,8607,9409,0.16,1,G,X,36,26.28,0
1,9311,9503,0.12,3,G,0,15,18.66,0
1,8802,9412,0.26,4,G,X,25,11.21,0
2,9409,9409,0.06,1,G,0,25,25,0
5,9309,9509,0.16,4,F,0,10,12.28,0
5,8512,9501,0.39,2,E,X,10,8.75,0
6,9301,9503,0.33,4,E,X,11,8.33,0
0,8904,9411,0.3,2,F,X,10,11.63,0
5,8810,9412,0.15,1,G,X,31,17.12,0
1,8601,9412,0.11,1,G,0,25,14.21,0
5,8701,9410,0.17,2,G,X,20,16.66,0
2,9311,9412,0.16,3,E,0,10,10,0
7,9010,9404,0.07,1,F,0,20,14,0
2,8909,9503,0.27,3,G,X,32,16.16,0
1,8510,9502,0.43,3,E,X,10,4,0
5,8601,9412,0.32,2,E,X,10,4.6,0
1,8709,9411,0.18,2,E,X,10,7.18,0
1,8812,9503,0.26,3,E,X,14,13.29,0
4,9211,9412,0.19,3,F,X,20,10,0
7,8903,9502,0.2,2,E,0,8,5.72,0
2,9503,9503,0.09,1,F,0,15,15,0
3,9501,9501,0.07,1,F,0,15,15,0
0,8710,9412,0.11,1,F,0,18,13.5,0
6,9010,9503,0.08,1,F,0,15,11.5,0
5,8709,9503,0.19,3,E,X,3,8.6,0
4,9301,9502,0.1,1,G,X,25,15.25,0
2,9202,9411,0.21,4,E,X,10,8.88,0
7,8608,9411,0.1,1,F,0,15,9.28,0
7,9501,9501,0.07,1,F,0,15,15,0
2,9210,9406,0.06,1,F,0,17,16.25,0
5,9406,9406,0.07,1,F,0,20,20,0
1,9301,9404,0.12,1,F,0,15,10.75,0
4,9303,9412,0.34,4,D,X,5,4.45,1
4,9401,9502,0.15,2,F,0,20,15,0
0,9302,9409,0.05,1,F,0,20,20,0
0,9402,9410,0.16,3,E,X,9,7.5,0
1,8902,9501,0.11,1,F,0,20,11,0
2,8508,9405,0.1,1,F,0,15,10.66,0
0,8703,9503,0.4,4,D,X,5,4.58,0
0,8702,9509,0.33,3,D,X,10,10.39,0
4,8803,9602,0.12,2,G,0,35,21,0
0,8602,9412,0.17,1,F,X,17,8.81,0
4,9311,9412,0.16,3,E,0,9,8,0
3,9103,9501,0.24,4,D,0,4,4.33,0
7,9410,9410,0.06,1,F,0,20,20,1
5,8703,9411,0.18,1,F,X,18,13.07,0
2,9502,9502,0.07,1,F,0,20,20,0
1,8509,9412,0.32,3,D,X,5,4.83,0
4,8901,9412,0.22,1,G,X,25,17.06,0
3,9502,9502,0.07,1,G,0,30,30,0
5,9109,9412,0.07,1,F,X,22,20.66,1
5,8811,9412,0.15,1,G,0,40,25,0
4,9501,9501,0.06,1,F,0,15,15,0
5,8601,9502,0.21,2,F,X,10,10.93,0
2,9003,9502,0.12,2,F,X,20,14.66,0
6,9201,9412,0.2,2,F,X,20,12.4,0
1,9311,9412,0.12,2,G,0,11,15.66,0
5,9210,9503,0.08,1,F,0,20,15,0
3,8709,9412,0.32,4,F,X,10,11.48,0
2,8512,9406,0.28,1,E,X,10,5.9,0
2,8510,9404,0.16,1,F,X,15,12.66,0
2,9406,9501,0.08,2,G,0,25,22.5,0
1,9501,9503,0.13,2,F,0,20,12.5,0
5,9101,9411,0.1,1,F,0,15,9.5,0
0,9211,9504,0.18,3,E,X,10,6.9,0
6,9502,9502,0.07,1,F,0,20,20,0
5,8612,9501,0.14,1,F,X,20,13,0
4,9101,9510,0.11,1,F,X,15,15,0
0,9503,9503,0.06,1,F,0,20,20,0
5,9302,9408,0.14,2,F,X,20,11.2,0
2,9009,9412,0.25,3,E,X,10,6.57,0
1,8511,9511,0.28,2,E,X,10,7.75,1
6,9303,9404,0.11,1,F,X,15,9.66,0
4,9412,9412,0.08,1,F,0,15,15,0
2,8603,9411,0.17,2,F,X,19,7.08,0
4,8605,9412,0.29,1,E,X,13,9.21,0
2,8510,9412,0.26,1,G,X,25,15.93,0
3,9409,9409,0.05,1,G,0,25,25,0
0,9201,9411,0.17,3,F,X,20,14.25,0
2,9311,9501,0.09,1,F,0,20,15,0
2,9411,9411,0.09,1,G,0,25,25,0
2,9202,9412,0.2,3,F,0,17,13.2,0
5,9202,9410,0.1,1,F,0,15,8.75,0
4,8508,9412,0.22,3,D,0,8,5.5,0
5,9311,9412,0.08,1,F,0,16,13,0
0,8810,9404,0.13,1,F,0,15,8,0
0,9406,9412,0.1,2,F,0,20,15,0
3,8811,9404,0.15,1,F,0,16,11.72,0
3,9103,9412,0.12,3,F,0,15,9.2,0
7,9309,9412,0.09,1,F,0,20,12.5,0
6,9409,9409,0.07,1,F,0,15,15,0
0,8603,9412,0.38,4,D,X,4,5.06,0
4,9003,9502,0.26,4,D,X,5,5,0
2,8810,9503,0.19,2,E,X,12,8,0
3,8510,9501,0.25,1,E,X,10,8.31,0
0,9409,9503,0.57,4,G,0,10,16.25,0
6,8805,9502,0.23,3,E,X,10,6,1
0,9302,9412,0.15,1,F,X,20,8.4,0
0,9410,9501,0.11,2,F,0,20,20,0
0,8511,9509,0.23,3,D,X,5,5.75,0
7,9210,9411,0.09,1,F,0,20,10.66,0
6,9310,9411,0.1,1,F,X,21,17,0
0,9401,9503,0.11,2,F,X,20,16.66,0
0,9501,9501,0.07,1,G,0,25,25,0
5,8510,9501,0.25,3,E,X,7,10.35,0
1,9101,9601,0.13,2,F,0,20,13.63,0
5,8601,9406,0.35,1,E,X,11,10.02,0
1,9005,9404,0.21,1,F,X,15,10.68,0
3,9209,9412,0.14,4,G,0,25,20.83,0
6,8711,9501,0.21,3,D,X,6,5.5,0
0,9001,9411,0.27,2,F,X,20,14,0
2,9312,9502,0.16,3,E,0,10,8.5,0
4,8610,9405,0.36,1,F,X,15,11.64,0
7,9301,9501,0.11,3,G,0,30,25,0
1,8512,9503,0.25,2,G,X,25,13.25,1
5,9204,9404,0.08,1,F,0,18,10,0
0,8512,9501,0.32,1,E,X,11,8.57,0
2,8603,9405,0.23,1,E,X,14,17.17,0
1,9501,9501,0.07,1,F,0,15,15,0
0,8603,9409,0.34,3,E,X,10,4.68,0
6,9309,9410,0.08,2,F,X,10,15,0
2,8512,9502,0.24,1,F,X,20,4.01,0
6,9102,9503,0.18,1,F,X,23,16.78,1
3,8912,9411,0.24,1,E,0,10,4.62,0
2,9307,9412,0.1,1,G,0,25,20,0
4,9407,9501,0.11,2,F,0,15,12.5,0
4,8910,9501,0.34,4,D,0,7,6,0
2,8709,9407,0.11,1,F,0,20,13.2,0
5,9502,9502,0.07,1,G,0,25,25,0
7,8512,9407,0.47,1,G,X,25,10.47,0
3,8702,9412,0.24,2,F,X,15,6.64,0
5,9501,9501,0.07,1,F,0,20,20,0
0,8510,9509,0.37,4,D,X,5,5.61,0
4,9301,9411,0.17,4,D,X,6,6.16,0
5,9309,9407,0.08,1,F,0,20,12.5,0
2,8910,9411,0.12,2,G,0,25,15.85,0
2,9301,9411,0.28,4,D,X,8,5.7,0
3,9310,9412,0.16,2,F,0,15,14,0
3,9406,9501,0.21,4,E,X,9,6.4,0
3,8812,9409,0.12,3,G,0,20,13.33,0
6,9304,9410,0.08,1,G,0,25,15,0
6,9201,9408,0.26,2,F,X,20,12.45,0
0,9407,9407,0.07,1,F,0,15,15,0
5,8510,9404,0.34,1,G,X,37,18.78,0
2,9310,9406,0.1,1,G,0,25,31.66,0
0,8901,9409,0.1,1,G,0,25,17.5,0
3,8710,9410,0.29,4,D,X,5,3.52,0
5,9011,9411,0.14,1,F,0,20,9.28,0
7,9307,9408,0.14,3,F,0,14,13.5,0
2,9401,9503,0.16,3,E,X,6,8,0
0,8509,9406,0.25,1,E,X,10,9.9,0
5,8604,9412,0.13,1,G,X,40,13.37,0
7,9312,9503,0.12,2,F,0,14,13,0
6,8510,9602,0.38,2,E,X,5,8.21,0
7,9006,9502,0.13,2,F,X,10,12.57,0
4,9210,9412,0.09,1,F,0,15,16.66,0
4,9309,9503,0.22,4,E,X,5,5.83,0
5,9402,9503,0.11,3,F,X,10,12.2,0
4,9404,9406,0.04,1,G,0,55,40,0
4,8701,9403,0.16,1,G,X,25,11,0
0,9205,9503,0.15,1,G,0,52,33.66,0
1,8610,9503,0.19,4,D,X,6,5.83,0
5,9501,9501,0.07,1,F,0,20,20,0
0,8512,9411,0.58,2,G,X,30,11.44,0
7,9503,9503,0.07,1,F,0,20,20,0
6,9402,9501,0.12,2,G,0,30,25.3,0
3,9310,9411,0.11,1,F,0,15,10,0
2,9306,9408,0.13,3,E,0,10,10,0
6,9104,9501,0.1,1,G,X,35,18,0
2,9401,9501,0.1,1,F,0,20,12.5,0
4,8901,9502,0.43,4,D,X,5,6.28,0
0,9401,9406,0.1,1,F,0,20,20,0
5,8902,9501,0.11,1,F,0,15,10,0
0,8702,9512,0.27,3,D,X,5,10.75,0
5,8702,9501,0.13,2,F,0,15,12.77,0
0,8601,9410,0.14,1,F,0,16,9.1,0
0,8508,9406,0.3,1,E,X,10,8.21,0
0,9310,9409,0.08,1,F,0,15,10,0
4,9311,9403,0.09,1,F,0,17,16,0
0,9410,9502,0.1,2,F,0,20,20,0
7,9003,9412,0.19,2,E,X,10,8.5,0
0,8610,9409,0.16,1,F,X,20,9.81,0
5,8508,9503,0.25,4,E,X,11,7.02,0
6,8902,9412,0.17,4,E,X,10,10.41,0
6,8607,9406,0.14,2,F,0,6,12,0
4,8801,9408,0.19,2,E,X,10,9.75,0
4,8608,9406,0.16,1,F,X,15,7.65,0
0,8709,9412,0.21,2,F,X,20,7.85,0
3,9407,9412,0.11,2,F,0,15,10,0
0,9407,9501,0.11,2,F,0,20,14,0
3,9402,9412,0.12,2,F,0,15,10,0
2,9502,9502,0.07,1,F,0,20,20,0
3,9011,9503,0.17,4,F,0,9,9.75,0
2,8811,9410,0.34,3,F,X,20,17.52,0
3,8508,9501,0.34,3,G,X,15,10.06,0
5,8810,9503,0.23,1,G,X,26,17.35,0
4,8812,9503,0.12,2,F,0,20,13,0
4,9109,9501,0.34,3,D,X,3,7.1,0
0,9101,9502,0.31,3,E,X,10,8.37,0
2,9312,9501,0.14,3,E,0,10,8.5,0
4,9303,9412,0.09,1,F,0,20,13.33,0
7,9401,9406,0.09,1,F,0,15,14,0
7,9010,9409,0.16,1,F,0,15,7.5,0
4,9009,9409,0.3,3,D,X,8,4.8,0
2,8512,9411,0.34,2,G,X,25,11.59,0
2,8604,9501,0.18,2,F,X,21,10.28,0
1,8812,9412,0.14,1,F,X,15,8.12,0
0,8901,9410,0.16,1,F,0,21,17,0
4,8911,9409,0.3,1,E,X,10,3.58,0
0,9407,9503,0.15,3,E,0,6,8.66,0
3,8902,9501,0.27,3,D,X,6,4.33,1
7,9102,9502,0.1,1,F,0,15,11,0
5,8512,9412,0.24,3,F,X,18,14,0
4,8510,9412,0.24,2,E,X,25,8.42,0
5,9302,9411,0.13,1,F,0,15,7.8,0
2,8603,9503,0.35,3,E,X,5,10.02,0
3,8703,9407,0.18,1,F,X,15,12.54,0
6,9401,9410,0.07,1,F,0,20,22.5,0
6,8809,9412,0.14,2,G,X,25,16.22,0
1,9410,9502,0.11,2,F,0,20,20,0
5,9302,9411,0.13,1,F,0,20,8.8,0
0,9211,9412,0.18,2,F,0,15,9,0
2,8607,9411,0.18,2,G,X,45,18,0
6,9301,9502,0.18,3,E,0,10,7.6,0
7,8702,9412,0.11,1,G,X,25,32.14,0
5,8912,9412,0.15,2,G,0,30,21.22,0
2,8901,9412,0.15,3,G,0,15,20.9,0
0,8709,9501,0.19,2,E,X,10,12.08,0
4,9301,9410,0.17,3,E,0,10,8.5,1
2,8901,9501,0.14,2,F,0,15,6.8,0
5,9401,9412,0.19,3,E,0,12,9.2,0
2,8603,9503,0.17,2,E,X,13,8.63,0
7,9202,9411,0.23,3,D,X,7,5.78,0
0,9309,9409,0.08,1,F,0,16,13,0
0,9409,9503,0.23,4,E,0,10,5.5,0
1,8703,9412,0.24,2,F,0,15,18.08,0
0,9101,9511,0.18,3,F,X,10,18.1,0
2,9202,9601,0.27,3,E,X,3,5.42,0
0,9009,9412,0.66,4,E,X,10,6.11,0
4,9501,9501,0.07,1,F,0,15,15,0
2,9502,9502,0.08,1,F,0,15,15,0
0,9209,9410,0.09,1,F,0,15,11.66,0
0,9409,9409,0.09,1,F,0,20,20,0
3,9110,9502,0.38,4,D,X,5,6.55,0
5,8810,9411,0.21,1,F,X,16,8.83,0
6,9410,9410,0.06,1,G,0,25,25,0
4,9501,9501,0.06,1,F,0,20,20,0
7,9009,9408,0.1,1,F,0,16,12.8,0
3,8901,9405,0.16,1,G,X,41,26.2,0
3,9210,9412,0.13,1,F,0,16,9.8,0
0,8603,9412,0.14,3,F,0,16,18.6,0
4,9311,9411,0.14,2,F,0,16,8,0
3,9209,9502,0.09,2,F,0,5,8.33,0
5,8509,9412,0.4,2,F,X,20,8.64,0
4,9410,9410,0.06,1,F,0,20,20,0
2,9210,9503,0.28,4,F,X,6,12.66,0
6,8605,9411,0.21,2,E,X,10,12.37,0
7,9410,9410,0.05,1,G,0,29,29.8,0
5,9502,9502,0.07,1,F,0,15,15,0
0,9210,9404,0.1,1,F,X,20,15.25,0
0,8512,9502,0.35,3,D,X,5,4,0
2,8603,9501,0.51,3,D,X,6,3.71,0
0,9406,9503,0.13,3,E,X,10,8.33,0
3,9201,9602,0.16,1,G,0,25,16.87,0
7,9112,9501,0.07,1,F,0,20,24,0
4,9102,9410,0.12,2,F,0,20,14.66,0
6,8507,9412,0.14,1,G,X,45,20.8,0
4,9201,9412,0.13,2,F,0,19,12.2,0
2,8709,9409,0.21,1,E,0,13,9.91,0
0,9403,9407,0.22,2,F,0,15,15,0
2,8707,9502,0.15,2,F,0,15,7.75,0
5,8509,9410,0.15,1,F,X,15,8.9,0
3,9005,9404,0.17,1,F,X,19,14.6,0
5,8508,9412,0.22,1,F,X,20,8.93,0
2,8602,9503,0.64,4,E,X,7,4.98,0
1,8709,9503,0.25,3,E,X,5,8.66,0
3,9407,9412,0.11,2,G,0,27,26,0
5,9001,9407,0.28,2,F,X,20,12.81,0
6,9101,9409,0.08,1,G,0,25,16.5,0
7,8701,9410,0.22,1,E,X,10,7.73,0
4,8510,9412,0.25,2,F,X,15,7.85,0
6,8712,9601,0.08,1,F,0,20,16,0
5,8511,9501,0.28,3,D,X,8,7.4,0
0,8710,9412,0.16,2,F,0,15,11.7,0
0,8809,9408,0.23,4,F,0,16,14.69,0
2,9401,9412,0.2,4,F,X,20,16.66,0
2,8601,9411,0.38,3,D,X,2,3.48,0
4,8601,9409,0.55,3,E,X,5,6.2,1
5,8608,9412,0.23,1,F,X,17,17.94,0
3,9304,9503,0.06,1,F,0,25,18.33,0
5,9409,9409,0.05,1,G,0,50,50,0
5,9201,9503,0.12,1,F,0,20,10.4,0
2,9409,9601,0.11,1,G,0,10,17.5,0
0,8510,9501,0.2,2,F,X,17,12.26,0
4,9210,9502,0.21,3,E,0,10,8.12,0
2,9408,9502,0.11,2,F,0,15,12.5,0
5,8911,9412,0.11,1,F,0,15,10,0
7,8602,9411,0.15,1,G,X,30,11.8,0
0,9307,9412,0.46,3,E,0,11,7.5,0
3,8912,9501,0.28,3,D,X,6,3.4,0
0,8809,9403,0.12,1,F,X,15,13.57,0
4,8903,9503,0.28,4,D,X,3,3.33,0
5,9209,9409,0.24,4,D,X,6,5.66,0
2,9103,9412,0.1,1,F,0,15,10,1
2,8904,9501,0.17,1,G,X,26,14,0
6,9202,9407,0.13,1,F,X,15,9.2,0
5,9410,9410,0.06,1,F,0,20,20,0
3,9109,9412,0.31,1,F,X,15,8.73,0
0,9302,9403,0.11,1,G,0,25,18.75,0
5,9501,9501,0.07,1,F,0,15,15,0
7,8601,9407,0.2,1,F,X,17,10.2,0
4,8606,9505,0.22,1,G,0,25,44,0
4,9102,9412,0.08,1,F,0,20,16.25,0
5,9012,9501,0.11,1,F,0,16,11.8,0
3,9502,9502,0.07,1,F,0,20,20,0
3,8812,9503,0.23,3,D,X,5,7.07,0
2,8602,9410,0.18,1,E,X,5,7.88,0
5,9309,9411,0.08,1,F,0,15,12.5,0
6,8809,9407,0.14,1,F,X,15,14,1
7,8801,9412,0.25,1,F,0,15,8.29,0
4,8604,9406,0.39,2,E,X,13,9.51,1
6,9210,9411,0.12,1,G,0,25,18.8,0
5,8909,9503,0.17,3,F,X,20,13.81,0
0,9209,9503,0.31,4,D,X,5,3.92,0
4,9109,9412,0.1,1,F,0,15,9,0
4,9407,9501,0.14,3,E,0,10,7.33,0
2,9409,9412,0.16,3,E,0,6,7,0
0,8508,9502,0.19,2,F,X,20,5.92,0
4,8511,9501,0.32,3,D,X,5,5.3,1
4,9410,9501,0.15,3,F,0,15,13.33,0
0,8809,9503,0.18,3,E,0,10,6.16,0
